soz_id,sozum,atara,anlami,anahtar,turu2,gosterim_tarihi
8932,kuş gibi çırpınmak, kuş gibi çırpınmak kuş,"çaresizlik içinde telaşlı davranmak:<i> 'Sokağa çıkmak, çocukların arasına karışmak için pencerede, kafeste kuş gibi çırpınırım.' -</i>R. N. Güntekin.",kuş,Deyim,
8933,kuş gibi (kadar) yemek, kuş gibi kadar yemek kuş,çok az yemek.,kuş,Deyim,
8934,kuş gibi uçup gitmek (uçmak), kuş gibi uçup gitmek uçmak kuş,"1) çok kısa süren bir hastalıkla ölmek; 2) çok kısa sürmek, geçmek:<i> 'Baktım seneler kuş gibi uçuyor / Baktım sonum bir avuç toprak' -</i>B. Necatigil.",kuş,Deyim,
8935,kuş kadar canı olmak, kuş kadar canı olmak kuş,"küçük, cılız, güçsüz bir yaratık olmak:<i> 'Kaç gündür helak oluyor fukara, biraz dinlensin; kuş kadar canı var, temelli eriyip bitecek!' -</i>A. İlhan.",kuş,Deyim,
8936,kuş kafesi gibi, kuş kafesi gibi kuş kafesi,ufak ve güzel (yapı).,kuş kafesi,Deyim,
8937,kuş kanadına kira istemez, kuş kanadına kira istemez kanat istemek,"kişi, kendi işi için zaten harcayacağı çabadan dolayı başkasından karşılık beklemez.","kanat, istemek",Atasözü,
8938,kuş kanadıyla gitmek, kuş kanadıyla gitmek kuş,çok hızlı gitmek.,kuş,Deyim,
8939,kuş mu konduracak?, kuş mu konduracak? kondurmak,yapacağı şey görülmemiş bir sanat eseri mi olacak?,kondurmak,Atasözü,
8940,kuş tüyü gibi, kuş tüyü gibi kuş tüyü,"çok yumuşak (oturacak, yatacak yer).",kuş tüyü,Deyim,
8941,"kuş uçmaz, kervan geçmez", kuş uçmaz kervan geçmez uçmak geçmek,kimsenin uğramadığı ıssız ve sapa yer.,"uçmak, geçmek",Atasözü,
8942,kuş uçurmamak, kuş uçurmamak kuş,"hiçbir şeyin veya kimsenin kaçmasına, geçmesine imkân vermemek:<i> 'Zavallının yanına kimseyi sokmaz, bağından, bahçesinden kuş uçurmazmış.' -</i>F. R. Atay.",kuş,Deyim,
8943,"kuş vardır eti yenir, kuş vardır et yedirilir", kuş vardır eti yenir kuş vardır et yedirilir et yenmek yedirilmek,"öyle kişiler vardır ki acımadan en ağır işte kullanılır, öyle kişiler de vardır ki iş gördürmek şöyle dursun onlara hizmet edilir.","et, yenmek, yedirilmek",Atasözü,
8944,kuşa benzemek (dönmek), kuşa benzemek dönmek kuş,bir şey düzeltilmek istenirken komik veya biçimsiz bir duruma gelmek.,kuş,Deyim,
8945,"kuşa kafes lazım, boruya nefes", kuşa kafes lazım boruya nefes ,"bir şeyden yararlanmak için kullanılacak araç, onun niteliğine uygun olmalıdır.",,Atasözü,
8946,kuşa süt nasip olsa anasından olurdu, kuşa süt nasip olsa anasından olurdu ana olmak,1) yaradılışı bir şeyden yararlanmasına elverişli olmayan kişi ne kadar çabalasa o şeyden yararlanamaz; 2) kişi en yakınından sağlayamadığı faydayı başkasından hiç sağlayamaz.,"ana, olmak",Atasözü,
8947,kuşku beslemek (duymak), kuşku beslemek duymak kuşku,kuşkulanmak.,kuşku,Deyim,
8948,kuşku uyanmak, kuşku uyanmak kuşku,kuşku oluşmak:<i> 'Fakat bu mektubun yazısı önceki gün gelen zarf üzerindeki yazıya çok benzediği için genç adamın yüreğinde bir kuşku uyanıyor.' -</i>Y. K. Karaosmanoğlu.,kuşku,Deyim,
8949,kuşku yok, kuşku yok kuşku,başka türlü olamaz.,kuşku,Deyim,
8950,kuşkulu uyku evin bekçisidir, kuşkulu uyku evin bekçisidir ev,ufak bir tıkırtıdan uyanacak kadar hafif uyuyan ve tetikte olan kimse evin bekçiliğini iyi yapıyor demektir.,ev,Atasözü,
8951,kuşkusu kalmamak, kuşkusu kalmamak kuşku,"bir konuda her şeyi bilmek, şüphe duymamak:<i> 'Tek kuşkum kalmamış evrende, hangi konu açılsa tek sözle ağzını tıkarım bütün bilgilerin.' -</i>T. Oflazoğlu.",kuşku,Deyim,
8952,kuşkuya düşmek, kuşkuya düşmek kuşku,kuşkulanmak.,kuşku,Deyim,
8953,kuşsütü ile beslemek, kuşsütü ile beslemek kuşsütü,"eksiksiz, özenle beslemek.",kuşsütü,Deyim,
8954,kuşu kuşla avlarlar, kuşu kuşla avlarlar avlamak,"elde edilmek istenen kimse, daha önce elde edilmiş kimse aracılığıyla tuzağa düşürülür.",avlamak,Atasözü,
8955,kuşun kanadıyla haber salmak, kuşun kanadıyla haber salmak kuş,"en hızlı bir biçimde haber vermek:<i> 'Görürseniz, duyarsanız kuşun kanadıyla haber salın demedik mi?' -</i>M. İzgü.",kuş,Deyim,
8956,kutlu gün doğuşundan bellidir, kutlu gün doğuşundan bellidir ,"mutlu sonuç verecek işler, daha başlangıçta belli olur.",,Atasözü,
8957,kutsuz kuşun yuvası doğan yanında olur, kutsuz kuşun yuvası doğan yanında olur olmak,"talihsiz kişi, her an kendisine saldıracak güçlü kimselerle yan yana bulunur.",olmak,Atasözü,
8958,kutu gibi, kutu gibi kutu,küçük fakat kullanışlı ve şirin:<i> 'Eviniz kutu gibi küçücük bir evdi / Sarmaşıklarla balkonu örtük bir evdi' -</i>A. M. Dranas.,kutu,Deyim,
8959,kuvvet almak, kuvvet almak kuvvet,"herhangi bir yardımla gücü artmak, kuvvetlenmek:<i> 'Bundan kuvvet alarak âdeta bir nevi buruksu saadet içinde yaşamaktayım.' -</i>R. H. Karay.",kuvvet,Deyim,
8960,kuvvet bulamamak, kuvvet bulamamak kuvvet,cesaret edememek.,kuvvet,Deyim,
8961,kuvvetini toplamak, kuvvetini toplamak kuvvet,"gücünü artırmak, kuvvetlenmek.",kuvvet,Deyim,
8962,kuvvetle muhtemel, kuvvetle muhtemel kuvvetle,büyük olasılıkla.,kuvvetle,Deyim,
8963,kuvvetten düşmek, kuvvetten düşmek kuvvet,gücü azalmak.,kuvvet,Deyim,
8964,kuyruğa girmek, kuyruğa girmek kuyruk,"ayakta arka arkaya durulan diziye girmek:<i> 'Ondan son-ra kuyruğa girenler, abdesthaneyi dörder dörder kullanmaya koyuldular.' -</i>Halikarnas Balıkçısı.",kuyruk,Deyim,
8965,kuyruğu dikmek, kuyruğu dikmek kuyruk,"1) hayvan koşmaya, başlamak; 2) insan bulunduğu yerden uzaklaşmaya başlamak.",kuyruk,Deyim,
8966,kuyruğu kapana kısılmak (sıkışmak), kuyruğu kapana kısılmak sıkışmak kuyruk,çok zor duruma düşmek.,kuyruk,Deyim,
8967,kuyruğu titretmek, kuyruğu titretmek kuyruk,<i> argo</i> ölmek:<i> 'Aklın varsa bu kahpe dünyada kuyruğu titretmeden çekmene bak!' -</i>O. C. Kaygılı.,kuyruk,Deyim,
8968,kuyruğunu kısmak, kuyruğunu kısmak kuyruk,korkup sinmek.,kuyruk,Deyim,
8969,kuyruğunu tava sapına çevirmek, kuyruğunu tava sapına çevirmek kuyruk,"haddini bildirmek, gereken dersi vermek:<i> 'Sonra benim kuyruğumu tava sapına çevirirler efendim diye bağırıyor, masa başındaki erkândan tekrar yardım istiyor.' -</i>R. N. Güntekin.",kuyruk,Deyim,
8970,kuyruk çekmek, kuyruk çekmek kuyruk,"gözün çevresine kalem veya sürme ile çizgi çekmek:<i> 'Zehra elinde kalem, gözlerine kuyruk çekiyordu.' -</i>A. İlhan.",kuyruk,Deyim,
8971,kuyruk olmak, kuyruk olmak kuyruk,"arka arkaya dizilmek, sıralanmak.",kuyruk,Deyim,
8972,kuyruk sallamak, kuyruk sallamak kuyruk,yaltaklanmak:<i> 'Gül gibi yavrusunu bırakıp da evlenecekmiş. Kuyruk sallaya sallaya oğlumu öldürttü.' -</i>Y. Kemal.,kuyruk,Deyim,
8973,kuyruk yapmak, kuyruk yapmak kuyruk,uzun ve peş peşe bir sıra oluşturmak:<i> 'Ama hâlâ bilet var diye bekleyen en aşağı beş bin kişi güzel bir kuyruk yapmışlar.' -</i>B. R. Eyuboğlu.,kuyruk,Deyim,
8974,kuyu gibi, kuyu gibi kuyu,1) çok derin (yer); 2) basık ve karanlık (yer).,kuyu,Deyim,
8975,kuyudan adam çıkarmak, kuyudan adam çıkarmak kuyu,"1) olumsuz, uygunsuz veya yasal olmayan bir duruma son vererek birini haklarına kavuşturmak; 2) unutulmaktan kurtarmak.",kuyu,Deyim,
8976,kuzgun gibi, kuzgun gibi kuzgun,"çok kara, çok koyu.",kuzgun,Deyim,
8977,"kuzguna yavrusu şahin (Anka, güzel) görünür", kuzguna yavrusu şahin Anka güzel görünür görünmek,herkesin kendi yarattığı şey çirkin de olsa gözüne güzel görünür.,görünmek,Atasözü,
8978,kuzu çevirmek, kuzu çevirmek kuzu,kuzunun gövdesini şişe geçirip ateş korunun üzerinde çevirerek pişirmek.,kuzu,Deyim,
8979,kuzu gibi, kuzu gibi kuzu,çok uysal.,kuzu,Deyim,
8980,kuzu gibi olmak, kuzu gibi olmak kuzu,"uslanmak, sessizleşmek, sakinleşmek.",kuzu,Deyim,
8981,kuzu kesilmek, kuzu kesilmek kuzu,"uysallaşmak, sessizleşmek, sakin bir durum almak:<i> 'Sabık komiserin sahiden bir komisermiş gibi tavır aldığı anlarda kadın kuzu kesilirdi.' -</i>H. E. Adıvar.",kuzu,Deyim,
8982,kuzu postuna bürünmek, kuzu postuna bürünmek kuzu,"karşısındakini aldatmak için gerçek kişiliğini saklamak, kendini zararsız ve uysal göstermek.",kuzu,Deyim,
8983,küçük abdesti gelmek, küçük abdesti gelmek küçük abdest,idrar yapma ihtiyacı duymak.,küçük abdest,Deyim,
8984,küçük dağları ben yarattım demek, küçük dağları ben yarattım demek küçük,"çok böbürlenmek, kibirlenmek:<i> 'Aslarda o küçük dağları ben yarattım diyen heybet ... varken ... o güdük, o boynu bükük konçinalar onlara bir türlü el kaldıramıyorlar.' -</i>H. Taner.",küçük,Deyim,
8985,küçük dilini yutmak, küçük dilini yutmak küçük dil,"şaşırmak, donakalmak:<i> 'Kadıncağız beni bu hâlde görünce az kalsın küçük dilini yutacaktı.' -</i>Y. K. Karaosmanoğlu.",küçük dil,Deyim,
8986,küçük düşmek, küçük düşmek küçük,değeri veya onuru sarsılmak:<i> 'Kimsenin yanında küçük düşmeni istemem.' -</i>R. N. Güntekin.,küçük,Deyim,
8987,küçük düşürmek, küçük düşürmek küçük,"değerini veya şerefini sarsmak:<i> 'Handan'ı küçük düşürdüğünü, asıl suçun da bu olduğunu kabul etmişti.' -</i>T. Buğra.",küçük,Deyim,
8988,küçük görmek, küçük görmek küçük,"değer, önem vermemek:<i> 'Bütün bu fânilikleri küçük görerek bunları ancak gönül oyalayıcı şeyler diye telakki ettiklerini gösteriyordu.' -</i>A. Ş. Hisar.",küçük,Deyim,
8989,küçük köyün büyük ağası, küçük köyün büyük ağası küçük,büyüklük taslayanlar için söylenen bir söz.,küçük,Deyim,
8990,küçük oynamak, küçük oynamak küçük,kumarda az para ile oynamak.,küçük,Deyim,
8991,"küçükle küçük, büyükle büyük olmak", küçükle küçük büyükle büyük olmak küçük,"1) her yaştaki kişilere karşı dostça, arkadaşça davranmak; 2) her makam ve durumdaki kişilere karşı dostça ve anlayış göstererek davranmak:<i> 'Protokol kaidelerini, çok zaman, bir yana atıp küçükle küçük, büyükle büyük olmasını biliyordu.' -</i>Y. K. Karaosmanoğlu.",küçük,Deyim,
8992,küf bağlamak (tutmak), küf bağlamak tutmak küf,"1) küflenmek; 2)<i> mec.</i> unutulmak; 3)<i> mec.</i> bitmek, kalmamak:<i> 'İsteksiz isteksiz oluyorsun tıraşı, bir küf bağlamışsa bütün heyecanların.' -</i>Ç. Altan.",küf,Deyim,
8993,küfelik olmak, küfelik olmak küfelik,çok sarhoş olmak.,küfelik,Deyim,
8994,küfrü basmak, küfrü basmak küfür,küfretmek.,küfür,Deyim,
8995,küfür savurmak, küfür savurmak küfür,küfretmek:<i> 'Onlara ağza alınmaz birkaç küfür savurdu.' -</i>O. C. Kaygılı.,küfür,Deyim,
8996,küfür yemek, küfür yemek küfür,"kendisine küfredilmek:<i> 'Kapının eşiğinde, şiş yarasının kabuklarını ayıklayan bir Arap eteğine basıp halis Kur'an şivesiyle şiddetli bir küfür yedikten sonra otele döndüm.' -</i>F. R. Atay.",küfür,Deyim,
8997,"küheylan at, çul içinde de bellidir", küheylan at çul içinde de bellidir at,"cevherli insan, kılık kıyafeti düzgün olmasa da değerini yitirmez.",at,Atasözü,
8998,kül bağlamak, kül bağlamak külI,"1) ateş sönmek; 2)<i> mec.</i> gücünü, etkisini yitirmek.",kül(I),Deyim,
8999,kül etmek, kül etmek külI,"1) yakmak, kavurmak; 2)<i> mec.</i> birinin varını yoğunu yok etmek.",kül(I),Deyim,
9000,kül gibi, kül gibi külI,"soluk, renksiz (bet beniz).",kül(I),Deyim,
9001,kül olmak, kül olmak külI,"1) bütünüyle yanmak:<i> 'Tatlı bir cızırtı çıkararak çabucak tutuşur, mavi ve sincabi bir buhar bırakarak kül oluverirdi.' -</i>Ö. Seyfettin. 2)<i> mec.</i> varını yoğunu yitirmek.",kül(I),Deyim,
9002,kül ufak olmak, kül ufak olmak külI,çok küçük parçalara ayrılmak.,kül(I),Deyim,
9003,kül yemek (yutmak), kül yemek yutmak külI,"<i> argo</i> kurnazca yapılan bir oyuna düşmek, aldatılmak.",kül(I),Deyim,
9004,külah kapmak, külah kapmak külah,"düzen, dalavere ile bir işin başına geçmek:<i> 'Hatta bunlar arasında öyleleri vardır ki zamana ayak uydurmak, göze girmek ve külah kapmak için gâvur mukallitliğinde birbiriyle âdeta yarışa girişmişlerdir.' -</i>Y. K. Karaosmanoğlu.",külah,Deyim,
9005,külah peşinde olmak, külah peşinde olmak külah,yalan ve dolanla bir işin başına geçmeye çalışmak.,külah,Deyim,
9006,külah takmak, külah takmak külah,"hile ile, oyunla kandırıp parasını almak:<i> 'Önüme gelene külah takacaktım. Külah takacağım kimseler de mutlaka benim gibi olanlardı.' -</i>Halikarnas Balıkçısı.",külah,Deyim,
9007,külahıma anlat!, külahıma anlat! külah,"'söylediklerine inanamıyorum, beni kandıramazsın' anlamında kullanılan bir söz:<i> 'Anlat sen benim külahıma! Ah, ben hükûmette olsam size gık dedirtmem!' -</i>Ö. Seyfettin.",külah,Deyim,
9008,külahını havaya atmak, külahını havaya atmak külah,pek çok sevinmek.,külah,Deyim,
9009,külahları değiştirmek (değişmek), külahları değiştirmek değişmek külah,tehdit ederek bozuşmak:<i> 'Dükkânda çalışırken ters bir iş tutarsa yeniden külahları değişebilirlerdi.' -</i>O. Kemal.,külah,Deyim,
9010,külçe gibi oturmak, külçe gibi oturmak külçe,yorgun veya bitkin bir durumda çöküvermek.,külçe,Deyim,
9011,külçe kesilmek, külçe kesilmek külçe,"dermansız, güçsüz kalıp olduğu yere yığılmak:<i> 'Sağ olup da bu hâli görseydi, o anda külçe mi kesilirdi acaba, yoksa oynatıverir miydi?' -</i>S. M. Alus.",külçe,Deyim,
9012,külfete katlanmak, külfete katlanmak külfet,"sıkıntıya, zorluğa önem vermemek:<i> 'Ben en hain, en merhametsiz hücumları yapmak için bu kadar külfetlere katlanıp buralara gelmiştim.' -</i>A. Gündüz.",külfet,Deyim,
9013,külhancının beyliği hamamcılık demişler, külhancının beyliği hamamcılık demişler beylik demek,"bayağı bir işle uğraşan kimse, yükselse bile ancak yaptığı işle anılır.","beylik, demek",Atasözü,
9014,külünü savurmak, külünü savurmak külI,bir şeyi bütünüyle bitirip yok etmek.,kül(I),Deyim,
9015,kümeden düşmek, kümeden düşmek küme,"takımlar sonraki sezonda bir alt kümeye inmek, ligden düşmek.",küme,Deyim,
9016,kümeye çıkmak, kümeye çıkmak küme,"takımlar sonraki sezonda bir üst kümeye yükselmek, lige çıkmak.",küme,Deyim,
9017,kündeden atmak, kündeden atmak künde,"1) güreşçi, rakibini belinden kavrayıp kendi üzerinden aşırarak arka üzeri atmak; 2)<i> mec.</i> aldatarak tuzağa düşürmek.",künde,Deyim,
9018,kündeye almak (getirmek), kündeye almak getirmek künde,"1) güreşçi, rakibini altına alıp bir elini önden, ötekini arkadan geçirerek kilitlemek:<i> 'Kolunu tutup kündeye getiriyor, bir taraftan da bacağının birini ikiye büküyorum.' -</i>M. İzgü. 2)<i> mec.</i> oyuna getirmek, tuzağa düşürmek:<i> 'Plan kurar, tertip yaparlar; kendilerini kurtarmaya, yeni müdürü de kündeye getirmeye çalışırlar.' -</i>M. Ş. Esendal.",künde,Deyim,
9019,kündeye gelmek, kündeye gelmek künde,"aldanmak, tuzağa düşmek:<i> 'Barut yoktu. Kalenin dar kapısından çıkmak imkânı yoktu. Öyle korkunç bir kündeye gelmişlerdi ki...' -</i>Ö. Seyfettin.",künde,Deyim,
9020,kündeye getirilmek, kündeye getirilmek künde,"aldatılmak, tuzağa düşürülmek:<i> 'Akıllı bir evlat olan Ali Harun Bey, annesinin böyle bir kündeye getirilmesini hazmedemez.' -</i>H. R. Gürpınar.",künde,Deyim,
9021,künyesi gelmek, künyesi gelmek künye,"savaşta bir askerin ölüm haberi kendi evine bildirilmek:<i> 'Geçen sene künyesi geldi, dedi.' -</i>Y. K. Karaosmanoğlu.",künye,Deyim,
9022,küp gibi, küp gibi küpI,1) şişman; 2) sarhoş.,küp(I),Deyim,
9023,küpe dönmek, küpe dönmek küpI,çok şişmanlamak:<i> 'O zamandan beri küpe dönmüş. Hâlbuki o zamanlar ne ince bir kızdı.' -</i>H. Taner.,küp(I),Deyim,
9024,küplere binmek, küplere binmek küpI,çok öfkelenmek:<i> 'Ertesi günü babam horozun ölüsünü bulunca küplere bindi.' -</i>S. F. Abasıyanık.,küp(I),Deyim,
9025,küpünü doldurmak, küpünü doldurmak küpI,eline fırsat geçmişken çokça para biriktirmek:<i> 'Hamiyetini bu felsefeye uydurarak küplerini doldurmayı bilenler bu memlekette bolluk içinde yaşarlar.' -</i>H. R. Gürpınar.,küp(I),Deyim,
9026,kürdan gibi, kürdan gibi kürdan,"çok zayıf, incecik, çelimsiz.",kürdan,Deyim,
9027,kürek kadar dili olmak, kürek kadar dili olmak kürek,pabuç kadar dili olmak.,kürek,Deyim,
9028,kürk ile börk ile adam olunmaz, kürk ile börk ile adam olunmaz olunmak,"kılık kıyafet, değeri olmayan kişiye değer kazandırmaz.",olunmak,Atasözü,
9029,"kürkçünün kürkü olmaz, börkçünün börkü", kürkçünün kürkü olmaz börkçünün börkü olmak,başkalarının gereksinimlerine çare bulan kişi bunlara benzeyen kendi ihtiyaçlarını savsaklar.,olmak,Atasözü,
9030,"kürkü orak vaktinde, orağı kürk", kürkü orak vaktinde orağı kürk vakit orak,gereksinimler vaktinden önce ve ucuz olduğu zaman karşılanmalıdır.,"vakit, orak",Atasözü,
9031,kürünü kırmak, kürünü kırmak kürII,<i> hlk.</i> hevesini almak.,kür(II),Deyim,
9032,kürünü öldürmek, kürünü öldürmek kürII,"<i> hlk.</i> gururunu kırmak, güçsüzlüğünü kabul etmek.",kür(II),Deyim,
9033,küstüğün dağın odununu kesme, küstüğün dağın odununu kesme küsmek kesmek,insan onuruna düşkün olup ilişkisini kestiği bir yerden veya kimseden herhangi bir yarar elde etmeye çalışmamalıdır.,"küsmek, kesmek",Atasözü,
9034,küt diye, küt diye kütII,ansızın:<i> Küt diye düştü.</i>,küt(II),Deyim,
9035,kütüğe geçirmek, kütüğe geçirmek kütük,ana deftere yazmak.,kütük,Deyim,
9036,kütük gibi, kütük gibi kütük,1) çok şişmiş; 2) çok sarhoş.,kütük,Deyim,
9037,laçka etmek, laçka etmek laçka,"1)<i> den.</i> bir halatı koyuverip boşaltmak; 2)<i> mec.</i> gevşetmek, bitkin bir duruma getirmek:<i> 'Ne oluyorum demeye vakit bulamadan her tarafını laçka eden bir kesiklik duydu.' -</i>S. F. Abasıyanık.",laçka,Deyim,
9038,laçka olmak, laçka olmak laçka,"1) vida, mil vb. makine parçaları aşınarak veya yuvaları genişleyerek gevşemek; 2)<i> mec.</i> herhangi bir düzen iyi işlemez olmak:<i> 'O gece bir kadeh içkinin laçka olan sinirlerine iyi geleceğini düşünüyordu.' -</i>O. Aysu.",laçka,Deyim,
9039,lades tutuşmak, lades tutuşmak lades,tavuğun lades kemiğini birer ucundan karşılıklı tutup kırarak lades oyununa başlamak:<i> 'Lades tutuşmadık ki her defasında hatırımda diyorsun.' -</i>A. Ş. Hisar.,lades,Deyim,
9040,ladesli olmak, ladesli olmak ladesli,lades oyununa tutuşmak:<i> 'Lades tutuşanlar ladesli olduklarını unutmamaya ama rakibine unutturmaya çalışırlar.' -</i>Ü. Dökmen.,ladesli,Deyim,
9041,laf açmak, laf açmak laf,"söz etmek, söz açmak, konuya girmek:<i> 'Yavere burulduğumu sezdirmeden başka bir laf açtım.' -</i>R. H. Karay.",laf,Deyim,
9042,laf altında kalmamak, laf altında kalmamak laf,söz altında kalmamak.,laf,Deyim,
